title,description,published date,url,publisher/href,publisher/title
"AWS is first cloud service provider to offer DeepSeek-R1 as fully managed, generally available model - AboutAmazon.com","AWS is first cloud service provider to offer DeepSeek-R1 as fully managed, generally available model  AboutAmazon.com","Mon, 10 Mar 2025 07:00:00 GMT",https://news.google.com/rss/articles/CBMijwFBVV95cUxNMWtPTUh1cTN3Qk9TeGFFcjVDUkFmVUdUQXVtTkhjX041YWV6TXlYSXB1VWVaYjRYenZHS19VWmVoM29lNFBQNkJfMXh1LU1raUpMZWl3dnZKLUZqNkpBdGstWk1STmtVakZOU0Q4UVVEVWxYalFtd1pnR01abklTLVZKN0RLVi1CRmxUZzhtWQ?oc=5&hl=en-GB&gl=GB&ceid=GB:en,https://www.aboutamazon.com,AboutAmazon.com
Nvidia's Jensen Huang on why DeepSeek's new model will need ‘100 times more computing’ - CNBC,Nvidia's Jensen Huang on why DeepSeek's new model will need ‘100 times more computing’  CNBC,"Wed, 19 Mar 2025 07:00:00 GMT",https://news.google.com/rss/articles/CBMirwFBVV95cUxNQ2p5NmE5enFGcTR0V0F4Q3lKY18wbDI0ZWhSLUk0OE1OdzZfYlU1QjJrcTlMZVRPeU03bU5oQVRaZkJFX08yOUFiLWpOUHBsd1EwMUMwd1FOS1JTdUl3eHQyZXFyQkoyc0tBMU9ZWkRYMmxFQmsxYmJ1ZW5RV2JLSW5hWko4WFVablVyVGhnSk1jZlZRd2ZFTTIyaWUyZFZJTzVqelJhdGJHb1BSU1VF0gG0AUFVX3lxTE13ZmlqZDBsSExQTGR3cnotM0lORU1oMnM3X0JLd2tsZlh6WGc2SFlBR2dUZFdSM1Q1NWpSVlVvMEtXM2w2UTZ0Q2NBMENTNV9oS3d4cVJ6VHRBMmNWZVMzRlYyeHFDRnpwVFZKUHBobDlIbHRTZVpJNmQ1WDk4TjNobXRRbHhSUlBrY202Tm9DTF84bUNnQnlHM2FmZ1lwTlk1Z3JXaEtfNmVDUm9xc3BrMDYxRQ?oc=5&hl=en-GB&gl=GB&ceid=GB:en,https://www.cnbc.com,CNBC
Deploy DeepSeek-R1 distilled models on Amazon SageMaker using a Large Model Inference container - Amazon Web Services,Deploy DeepSeek-R1 distilled models on Amazon SageMaker using a Large Model Inference container  Amazon Web Services,"Tue, 11 Mar 2025 07:00:00 GMT",https://news.google.com/rss/articles/CBMi2gFBVV95cUxOd0ZmNC1iYzdWYXZPbjlza0F2ZUdNaktUcjVhLS05dDZWalRrUS1CZENCWElnNjdmZGhadkVETUFfNHJLUXF5Q2JBWWtpcHgwOWpLSG10dl9MTnh1ZjFLTm9ZVnNwbHFpRjN4Zmw2ZC15ZkVSSmUxbEx1NjVQLXVINGEtTi1oWjdwaUp2LVFueE5XN3dISFhES21SUlhnVXdYb0ZfYlZTQm9nbWRDTmJIeWFtS0xyTy1MVmEzSmxfN0p6SnJOSGVqX3pmTTdQaTZDeE1rYXJNbi1JUQ?oc=5&hl=en-GB&gl=GB&ceid=GB:en,https://aws.amazon.com,Amazon Web Services
"US Commerce department bureaus ban China's DeepSeek on government devices, sources say - Reuters","US Commerce department bureaus ban China's DeepSeek on government devices, sources say  Reuters","Mon, 17 Mar 2025 07:00:00 GMT",https://news.google.com/rss/articles/CBMi4gFBVV95cUxPRXAxWUxJbnlpUDdVeVpsWVdRbjlmbEp2WDJkR3Z6SFVRbHFHdmVPM0dqOHB6cml1U1QtYno2YTJoLUwtSDFMOW13SUEwRERXWG1rQjRJd25SYTJadG1oWDBmWnFJSjBLQ2lxTlB6eUlDYnhHRmt1X2QxUWxvVldvTlV1QWdRQjN5ZF9BV2JoUjNLODQ3elR5YTVqWDZQZkhfemdfeTFWRmV6c25MOV9lNkNnTHo5Z0lxdHpEa0thT1FaY0JYUmZwMFFobXoyMzVLdlhVZ0ZmakxZTlM4YXQ4WU9n?oc=5&hl=en-GB&gl=GB&ceid=GB:en,https://www.reuters.com,Reuters
Investors Want a Piece of DeepSeek. Its Founder Says Not Now. - WSJ - WSJ,Investors Want a Piece of DeepSeek. Its Founder Says Not Now. - WSJ  WSJ,"Tue, 11 Mar 2025 07:00:00 GMT",https://news.google.com/rss/articles/CBMinAFBVV95cUxPY0RtQjdLOTRqUFNMaVFsVktfRmY0RWFTY3B5THZ5V2RMd0pUMmVnOFFaRl9wNWlFRDE1b2J5Q2Y3VEJXMGhCeUZ5Z2w5djVzRFMwUHNVQklkeFZsbjFkb0JvSW91WGpJUm9zQmpiczh6azU0a05md01IZmRFSzcwZS1udmI0ZTlYTUF3c0o0enU1dFA0alAtUGxwSy0?oc=5&hl=en-GB&gl=GB&ceid=GB:en,https://www.wsj.com,WSJ
"DeepSeek's progress shows rise of China's AI companies, says Chinese official - Reuters","DeepSeek's progress shows rise of China's AI companies, says Chinese official  Reuters","Mon, 03 Mar 2025 08:00:00 GMT",https://news.google.com/rss/articles/CBMi2gFBVV95cUxNX0N2UVhFdWl3Yjdfd2xqckN1aWQ1Uk9FTFdtWTNfMHJCcEFCVTR4Q3hrVE51LXZ4YVpHRXVBbXp0RDgyNUxMM25kd0lyeWstVVpNSmN4XzJLUEl5MV9EZDFWSnlTd0kwTkZ2QjkzdUtzZW5rRnJOUFo4YWVxRUV3RG5iaURRUXJsWXBtREdNQWZoTmVWQm5ERVRIYUxSQlJRS1lCc1dqR0dOcEpycmxwclpKbTZDdEc5OExXX0gzVHVPZndlTThqZ2FMWEtOYmZaXzVkU3lZemVudw?oc=5&hl=en-GB&gl=GB&ceid=GB:en,https://www.reuters.com,Reuters
Optimize reasoning models like DeepSeek with Prompt Optimization on Amazon Bedrock - Amazon Web Services,Optimize reasoning models like DeepSeek with Prompt Optimization on Amazon Bedrock  Amazon Web Services,"Mon, 10 Mar 2025 07:00:00 GMT",https://news.google.com/rss/articles/CBMiyAFBVV95cUxNOE9ZaUxWZzZwY3ZWdWJfeDM4Q3NoenFGLVdxWUI3ZUxoRGRGdGFvMWlZZDNtbm1RYWpaOFFiODVpZFFXcDJTSUxHU2szcmRSNHVkdDF0WXRlbTgzT1VUNzFmWUpVUkVUS2RGU1dQQ1JLbzd3MDg3SnAwbUpDTDFZUkRUblpTUzJhZEJPOU9IbnIweTdsWGJtaFpOUEp6UHp2SG5SWnZEMm90WmpWQVNWbm1ib3NXbHF0cDRGSzl0RkM5V0JTTmZGUw?oc=5&hl=en-GB&gl=GB&ceid=GB:en,https://aws.amazon.com,Amazon Web Services
DeepSeek-R1 now available as a fully managed serverless model in Amazon Bedrock - Amazon Web Services,DeepSeek-R1 now available as a fully managed serverless model in Amazon Bedrock  Amazon Web Services,"Mon, 10 Mar 2025 07:00:00 GMT",https://news.google.com/rss/articles/CBMiswFBVV95cUxPWjE5NXdLMUs2VnNGMXpZTU0wT01oYVc3OTBjdU42WFR1OV9HT3lVeTZLdllBRVlQM3BRZ0RxT0dyakNDdEpIWGdEaUlTLUNFc2d2SWVCSktuTlE3SmZhOWNtSmNJRDdOZVhybmV1NzdNdjIzYjRjdW1IRzJuVTNLVmJGalpBUEVPbWNSdWVmUDhlNFo4T0ozaGNQZllEc0V1bHJCTWEzNktmZkIzWllFM1UzQQ?oc=5&hl=en-GB&gl=GB&ceid=GB:en,https://aws.amazon.com,Amazon Web Services
Customize DeepSeek-R1 distilled models using Amazon SageMaker HyperPod recipes – Part 1 - Amazon Web Services,Customize DeepSeek-R1 distilled models using Amazon SageMaker HyperPod recipes – Part 1  Amazon Web Services,"Mon, 03 Mar 2025 08:00:00 GMT",https://news.google.com/rss/articles/CBMizAFBVV95cUxNWS1kc2RVZjRKVmRrRWl4eWxleG03WUZLRE9la1UtV0I0Sy1IU1JIeGQyS3NOWDYtQkxqQzdzdlNuVXE0eTdjRnZkRS0yaXVEdkxOWDNSY29OcnFHSXlrMWFvVUpMWkk5aGs5eGlqaWt3aUxDX01BLUpWVXpqak0zRUJBMkZFb3dXUGVTeGtFM3dwdHI3by1UdUQ2enN5cDByd2I3eS1YZWtDSmNxTVdQU1NVRE52LW9iWG5Qbnc1ajlLMW1GTE9OUXdLV1c?oc=5&hl=en-GB&gl=GB&ceid=GB:en,https://aws.amazon.com,Amazon Web Services
Don’t Wait for a Crisis: Discourage Use of DeepSeek - MSSP Alert,Don’t Wait for a Crisis: Discourage Use of DeepSeek  MSSP Alert,"Wed, 05 Mar 2025 08:00:00 GMT",https://news.google.com/rss/articles/CBMikAFBVV95cUxOaFFnem82aC0xY1VZYklHcGs4SGlkcW00SEs4VEhmRkFlN01VbDM4czJfZFcxeG5tOWJpVENVOGMxT3BpMlRVNmlpY1M2bjRqNHBSMDc0aHVLdXY5amVORGh1aGt6NXFuTEszQnVzOEtDRGMwOEFUbHlMcmNPRnZrY3NPSGJYV3dhSUQ2MTZoeUE?oc=5&hl=en-GB&gl=GB&ceid=GB:en,https://www.msspalert.com,MSSP Alert
"Chinese advances like DeepSeek have ‘narrowed’ AI gap with U.S., says CSIS think tank: ‘Unrealistic to expect a lead of more than a year or two’ - Fortune","Chinese advances like DeepSeek have ‘narrowed’ AI gap with U.S., says CSIS think tank: ‘Unrealistic to expect a lead of more than a year or two’  Fortune","Mon, 10 Mar 2025 07:00:00 GMT",https://news.google.com/rss/articles/CBMiiwFBVV95cUxOcUZ5bkE4aTV2b1NrR0M1akRmSTlQVHhTbEJuZkhSOGZuVndHcW03SkdIMjAwOHQzMUNFTTZmeXRhMjRBbjJObzZwMGZRVzFyYVFNclpRNG1HdEN6S2lNRGgtRVVqOHdOQzhuemdMR3JJcXVLdlllMlVrT3A1WEZTMDdXOHJuSzliV0xr?oc=5&hl=en-GB&gl=GB&ceid=GB:en,https://fortune.com,Fortune
"DeepSeek, Huawei, Export Controls, and the Future of the U.S.-China AI Race - CSIS | Center for Strategic and International Studies","DeepSeek, Huawei, Export Controls, and the Future of the U.S.-China AI Race  CSIS | Center for Strategic and International Studies","Fri, 07 Mar 2025 08:00:00 GMT",https://news.google.com/rss/articles/CBMikwFBVV95cUxQZmFfMHlzUVZyU2k5VGtDNmtXVzY0czBaczZFRnpYUDZKVjdXanEyNElYRHNhMWdNcThfNjNVcjFPSHU1SE1NVTVITDB0TzV3Rmx4NkdzZ1BGb3JTMDcxRVJqcG1PeC1PQmZFbWo0d0h1WUMzX2hDTnpwT2k5UEI0YnNxYWhYUEhFYWRMVGM2Z2RmcjQ?oc=5&hl=en-GB&gl=GB&ceid=GB:en,https://www.csis.org,CSIS | Center for Strategic and International Studies
Chinese Companies Rush to Put DeepSeek in Everything - WIRED,Chinese Companies Rush to Put DeepSeek in Everything  WIRED,"Wed, 12 Mar 2025 07:00:00 GMT",https://news.google.com/rss/articles/CBMiZkFVX3lxTE02dXVTeGl2MlZCaFd3VHVYb3RwOEU1aUJNQ3V0QzRDQzRFYVdhSXEyNFhZc2hPQm82cmpQOEpEcnNONUFOS09WQzhCMUNUbHBCQzc5ZGI5YzNrM3I4NHRQNVZtcTg5QQ?oc=5&hl=en-GB&gl=GB&ceid=GB:en,https://www.wired.com,WIRED
This secret site lets you try DeepSeek on a trustworthy U.S. server - Fast Company,This secret site lets you try DeepSeek on a trustworthy U.S. server  Fast Company,"Sat, 08 Mar 2025 08:00:00 GMT",https://news.google.com/rss/articles/CBMidkFVX3lxTE54eUdXV1JrMW52ajhLWFNlRU10a3BwWktpMm9HMmpqd0kySFgyUkpkUHhweTdQc2ZWRXhDS0ZybWVaTmhaNDY2ejh1QjRKRHR1QXFLQjY3WWo2ZVVyNFRWbFlfU1B2WFVYU0JIZUNvTmtmanZvX2c?oc=5&hl=en-GB&gl=GB&ceid=GB:en,https://www.fastcompany.com,Fast Company
House lawmakers urge governors to ban DeepSeek - CFO Dive,House lawmakers urge governors to ban DeepSeek  CFO Dive,"Mon, 03 Mar 2025 08:00:00 GMT",https://news.google.com/rss/articles/CBMiiwFBVV95cUxNMjZod1l1Z19tQ3NmZUhvV0ZONVpPaFJCZVF0cjFGd1hOb0FETEZrdU1tazZCX3FNWHdpbWJpYlBLS2FSdjg3YzctV29HSjZ0Wmk4VW8wd240N0lxNnRkOW1JOVpGZ3JZVE1valNSbnpmWVVwYy1aU3ltT3BCeEljTkFuS01kWFRLc0dB?oc=5&hl=en-GB&gl=GB&ceid=GB:en,https://www.cfodive.com,CFO Dive
How to Set Up and Optimize DeepSeek Locally - Built In,How to Set Up and Optimize DeepSeek Locally  Built In,"Tue, 11 Mar 2025 07:00:00 GMT",https://news.google.com/rss/articles/CBMif0FVX3lxTE9rSWsxRGxFeGp2YWVzUVluZHNwN3YtZjc4eU9Ua0JfX0t2NVpWQWVQRjAtaGhsQlJqX3Jid2xkYkMwdVV2b2RPcDc2RmFNdGJNX3VMdFZmX2tNaFRwemdldkM4S3ZQV2Z6eFQ0Tm9vREc3SDlCY3VuSWdTYTFoMmc?oc=5&hl=en-GB&gl=GB&ceid=GB:en,https://builtin.com,Built In
DeepSeek can be gently persuaded to spit out malware code - theregister.com,DeepSeek can be gently persuaded to spit out malware code  theregister.com,"Thu, 13 Mar 2025 07:00:00 GMT",https://news.google.com/rss/articles/CBMibkFVX3lxTE1WNjdSTEd4U3NCcW9KVmJLTk9aeUdWTURseXB1ZnVCeTJYMS16R1dwTGJCTloyeDZGNzhieHE3MEVjVG81QXFzSkI4OHVHNkNVSjBNMkY3VTBFQXNrZ0xSTDhJSFhhYWhHXzlSTWtR0gFzQVVfeXFMTnFrbHlmWHZ2WkgzeXYteFFxZ1Boa0VzN2ZOVlk2c3RiTXRfTDA2dnZqTWhwS3c5eU1fdXFtVGl1VFB3V1ZfcmhrNzVqS1FoOUVCY2xnenE5QlNPcmplX21WNFZad0dtS2FOWXVtbm1nNzhsYw?oc=5&hl=en-GB&gl=GB&ceid=GB:en,https://www.theregister.com,theregister.com
What’s next for artificial intelligence after DeepSeek? - invesco.com,What’s next for artificial intelligence after DeepSeek?  invesco.com,"Mon, 03 Mar 2025 08:00:00 GMT",https://news.google.com/rss/articles/CBMigwFBVV95cUxNTl9iSEwyZlZLZjFWd3I3dzN5N0NNWEhpT0pPYlFDaGNsTGthbWtaZm1HNmxqTzBTZjV5TmhPNnZ6LWJ6bDBCTC0yejBXel9mRU4wU1N4QTl2QnlFUWd0aWY5VDY0WEVINDdsQmJ0UFJMY2lDM1dTV0tPRDB1azhFZVppWQ?oc=5&hl=en-GB&gl=GB&ceid=GB:en,https://www.invesco.com,invesco.com
Nvidia plans to make DeepSeek's AI 30 times faster - CEO Huang explains how - ZDNET,Nvidia plans to make DeepSeek's AI 30 times faster - CEO Huang explains how  ZDNET,"Tue, 18 Mar 2025 07:00:00 GMT",https://news.google.com/rss/articles/CBMipgFBVV95cUxNWktHalh6U2d6VmQ0dWU0aFMycHRmRlNnLS00WHlOX21OaC1xZHN5cks0Y2FzYnlReUU5NjVJT3VhSjBqTWtTb25BczVQdW5tLW9GZ3YzblhpZWV2ODkxS1FQRGZ5aUROOEZJZWUybTJkVUMzQVJaTVJLRk4wb01qTWFMeGljbEJPLVNyNy1LUXJNZzZ1TGdjdjRwOF9RNnRQOXllM0ZB?oc=5&hl=en-GB&gl=GB&ceid=GB:en,https://www.zdnet.com,ZDNET
"China’s AI frenzy: DeepSeek is already everywhere — cars, phones, even hospitals - Rest of World","China’s AI frenzy: DeepSeek is already everywhere — cars, phones, even hospitals  Rest of World","Thu, 13 Mar 2025 07:00:00 GMT",https://news.google.com/rss/articles/CBMid0FVX3lxTE1SSW9ycDBXWXdIampodHFQblFMVlVVTkk0WUlRQVJVUDNiMjRwNXhza1BwSXhTMzhraVBDTlNsTUpCVU9qajhZYmN2blRaLW5LTmhoN0V3ME5VYmhlc2xQd2pWRC1vbEJOOHpZWXV6ZWpUajl6UlFz?oc=5&hl=en-GB&gl=GB&ceid=GB:en,https://restofworld.org,Rest of World
Why DeepSeek hasn’t slowed Nvidia’s roll - Tech Brew,Why DeepSeek hasn’t slowed Nvidia’s roll  Tech Brew,"Fri, 07 Mar 2025 08:00:00 GMT",https://news.google.com/rss/articles/CBMiiwFBVV95cUxPNWJ4X2p2YTZCalh3MThDZEV0T0Y5d3hKOXBoSXZKaW5TN0hZaGdLbDEyTklTaDJsdFFVQm03aUZQZWdvcVZPYURhZlZtYjVlWVljVEhfWXRLVWhiYWdLSjcxbkpfcDB5U3VXMmNyMjFNbWJFY1ByUlR2NU51Q1JFekhlQlQ2Vjg3Wldz?oc=5&hl=en-GB&gl=GB&ceid=GB:en,https://www.emergingtechbrew.com,Tech Brew
I tried out a bunch of the AI assistants. Here’s what you need to know about each one - Fast Company,I tried out a bunch of the AI assistants. Here’s what you need to know about each one  Fast Company,"Mon, 10 Mar 2025 07:00:00 GMT",https://news.google.com/rss/articles/CBMiekFVX3lxTE1STGNSY3NkdHlXb0lmdkRWVkpJNGt6cmpDcTB5TWJRQnVWUHFva3pHcTJuNWd1eUg4QzRxYzVycldHWmU3djBjODFjdnQ0cGNOeUtNS3kxcGFXTzVDbFkteXo3dVBnZWladzRtSVI0LVNNc0UwdUJMRVdB?oc=5&hl=en-GB&gl=GB&ceid=GB:en,https://www.fastcompany.com,Fast Company
China's DeepSeek claims theoretical cost-profit ratio of 545% per day - Reuters,China's DeepSeek claims theoretical cost-profit ratio of 545% per day  Reuters,"Sat, 01 Mar 2025 08:00:00 GMT",https://news.google.com/rss/articles/CBMisAFBVV95cUxOV1NNVUVNRHo4Q3diYzVmaUYxZW1ES2lCeG40VUVtOGdGLXg5aGJHVnBQTWdGcnQyVHRwNjhwRDFveWxZUVM4dkp4Mlk4dDh3alpkeTVOUDZram5EaTU2TEZDUjVsTnVBM1dZY3dhMjM4QmhhMGk5RmduWWFrem1zSWFqNmVnbW5uQVFnNG1NRHJoSktGTV91Q3VQeEljblBOOG52R0ZiRmE4ZVA2WDdILQ?oc=5&hl=en-GB&gl=GB&ceid=GB:en,https://www.reuters.com,Reuters
Chinese retail traders embrace DeepSeek in a nod to quants - Reuters,Chinese retail traders embrace DeepSeek in a nod to quants  Reuters,"Tue, 11 Mar 2025 07:00:00 GMT",https://news.google.com/rss/articles/CBMingFBVV95cUxPU3NYYjlhZWVDazY0YUc0UXo3Wkw0WXBsUXFGdVROMXNCWjlVRERpOW1nY3ZnaVk1blo1cXZCTnpNRHVCQ3AwT251c3RYcjBCRkxTcnRXNTNvRk92MC1icGhBU3JwdlBLNm9OOGg1ak5tdGZLaE9DOFhNV19WNEtBelhHMjBMTHN5LVJXbWVuVVAzUTRmc196OEEtbFRUUQ?oc=5&hl=en-GB&gl=GB&ceid=GB:en,https://www.reuters.com,Reuters
Researchers say Chinese-based DeepSeek will change AI market - Spectrum News,Researchers say Chinese-based DeepSeek will change AI market  Spectrum News,"Mon, 10 Mar 2025 07:00:00 GMT",https://news.google.com/rss/articles/CBMijAFBVV95cUxPc1k2ZTA3cmRyQ1dZNC1ydm1tU0NMcFpNYUJwSExGMzV1UWtSMlY5aFpEdU1mUENybENpN1hEWFlKMm9oUEk4SGxGZVJ4MWRXWW13STU1dXVpZDlhZDdhcFhBTTMwcllCeGtRSURpdVJoV3ZacS05RkdOV2RPbl9hRk9Pb1RudXh6SUtuTw?oc=5&hl=en-GB&gl=GB&ceid=GB:en,https://spectrumnews1.com,Spectrum News
"DeepSeek to focus on research over revenue in contrast to Silicon Valley, FT reports - Reuters","DeepSeek to focus on research over revenue in contrast to Silicon Valley, FT reports  Reuters","Thu, 13 Mar 2025 07:00:00 GMT",https://news.google.com/rss/articles/CBMi2gFBVV95cUxPNmxOOGItMHBNTkczUGhMSjZPVjhEU3BSUE45TDF6X1V5cmVIaGtRQnpQSHY5YUI1YWl3bDRZRDJ1dXR4bU1KNFM0b3hsMTJLMElnLWVJaXJMRWRzeW4xVWhUNEFLd3ZEMmE0b2NXeVNzdDJXWGVMWjNJQTB5SDllVWNIOEhSWnJrZXhJMGZmQkNtam90WWswaHVabUxXWDBCejd2NWNVTEhfTzRfVDRMMnl5aWNVM1JLYTNBbWs5NVdHdU5YTEtwYzN6Wkl0N2dseE90ei1NaTQ0dw?oc=5&hl=en-GB&gl=GB&ceid=GB:en,https://www.reuters.com,Reuters
