title,description,published date,url,publisher/href,publisher/title
Viewpoint: DeepSeek’s success masks China’s weakening innovation model - Science|Business,Viewpoint: DeepSeek’s success masks China’s weakening innovation model  Science|Business,"Thu, 03 Apr 2025 11:33:10 GMT",https://news.google.com/rss/articles/CBMinwFBVV95cUxQdGFhQV9WVnZKUjJkdVkyVDAxTjNVaDlvQ1lqY1ZwRzduT0RuM1dnRjRQdnNrS0REbWt6Q0prNFY2UUhuM2VZdU12ZFVhU01lUnFSYjJtUks3eW9PaTRpWmpMa1RINkZpMjZrQTV3ejJsVDIzX19UWUo1bEc2Sll5SktWUUVEeXNnNmNpUUtIaVlwdVZHUlJLcFBTX051R28?oc=5&hl=en-GB&gl=GB&ceid=GB:en,https://sciencebusiness.net,Science|Business
How DeepSeek erased Silicon Valley’s AI lead and wiped $1 trillion from U.S. markets - Fortune,How DeepSeek erased Silicon Valley’s AI lead and wiped $1 trillion from U.S. markets  Fortune,"Mon, 31 Mar 2025 00:03:48 GMT",https://news.google.com/rss/articles/CBMifEFVX3lxTE9uWndmRDdhaVZxaGw0OXQ2VHBZdm92cmx0bmRjTXBaYkRPVmRDbWRWam1VME81Q2l4emR0d3JSZm83dkpvNUU3aWM4SkxLbk5Eckd5anRIeTFReVMtMG1DVHowSlVZOXRZVE4xNUlOR21ZbmEyMlpSVS1YY04?oc=5&hl=en-GB&gl=GB&ceid=GB:en,https://fortune.com,Fortune
Chinese universities surpass US rivals in AI ranking – then comes DeepSeek - scmp.com,Chinese universities surpass US rivals in AI ranking – then comes DeepSeek  scmp.com,"Thu, 03 Apr 2025 10:00:25 GMT",https://news.google.com/rss/articles/CBMiyAFBVV95cUxPQjNWVS1sRGQyNGtGVmwzd0QtTHllakNfaG1XTjZRRzZNQ21zZFp4cnh0ejJUdzZFLTRORWJ3RmRiT0lYbXlUSVhDRGdmZUlXdEg0VkJaOHpuVHFBQjVYc3AwTDEydE1tUmliOTVHNWc2TUVVeWZ3UjFsaFFJZjJaYlh4TGI5dlFhTXo4dk5KdnJKa3FibXVGMVo5TUtvSzJ0V0w2VlBXdk1seHI3Z3RDVExfcEkyM3YtTWpKUUdTY2Fyc00xMUZ3SdIByAFBVV95cUxQb1A0am1SSmZ2UUY3WVREczExU3FVTDRPUm5DTXVnTnk5WkRHVmYwN25UNFc4TDhWM1ZHNmsxNlFZcXNoNjdNOUlYbTdxSV9KZlpTZmQwN0xfcmRZcUZHc1VOR1l5OFVSVUU4Q01vZ21QaDZMREduTmNKbEZFeUlobTZJVXNRVDkyQ0lVdlR1cWVpRzByVG11LVI3ZG1jQ0dKbHZ1MHhvY2tELW1oc2pvRHNfTHRJdC03ay01bklMRE9kNURGVUpOcg?oc=5&hl=en-GB&gl=GB&ceid=GB:en,https://www.scmp.com,scmp.com
"Zhihu Integrates AI Platform With DeepSeek, Posts First-Ever Profit - Benzinga","Zhihu Integrates AI Platform With DeepSeek, Posts First-Ever Profit  Benzinga","Thu, 03 Apr 2025 13:01:17 GMT",https://news.google.com/rss/articles/CBMiuwFBVV95cUxQbjhNU1kzV3hfa1l2aFN5SlFJRm9RNUVhaEkxSzZsemVvZnRNaHlQcmJJWWtWOGxSY2RBcUI1OXFfSHA3cGg4N0kxRzdiVFhyaHpsSUZSbTVmcGdsU1NEaXp5RHFFZGJ5RlB6MkRqX3V4NHlpUFpsNkNDRl9jTUhlcktCUTZGNm5NZ3B1ZXMzMFJKaVJwTWdmTjBhaGdmN3k4dmFGN3liOTZhNWNFN0FNanpoVHpFQWEtSVFN?oc=5&hl=en-GB&gl=GB&ceid=GB:en,https://www.benzinga.com,Benzinga
DeepSeek’s Disruption: A New Challenger in the Global AI Arena - Times Square Chronicles,DeepSeek’s Disruption: A New Challenger in the Global AI Arena  Times Square Chronicles,"Thu, 03 Apr 2025 07:01:14 GMT",https://news.google.com/rss/articles/CBMinwFBVV95cUxQQzlfRTlPQ3BhaWVQRk1aWEpRRDhXUGRQdmgtRGt1Q0wwM0o0a29fQTM2NWdxUE5aQmJUaDU3emM4WU5aX1IxZVppQ3padU03eUZHYjQ4LU1DQkJBTWFMOVoxYUVPRHRGeHVQbDZkUlpWLWYyMEE2QUtoVklWX3pnQXFXRDNCYm1mZEZjYUZWM0xTaFk5endLTmZOTDNFOGs?oc=5&hl=en-GB&gl=GB&ceid=GB:en,https://t2conline.com,Times Square Chronicles
DeepSeek AI supports Myanmar earthquake relief efforts - TechNode,DeepSeek AI supports Myanmar earthquake relief efforts  TechNode,"Thu, 03 Apr 2025 09:39:50 GMT",https://news.google.com/rss/articles/CBMikAFBVV95cUxQdWxEX21OUVV0dy03ZmJnLTV3bnk5RFNZZDVJanpvS2ozVUdxV2JsYXB6c3IxeklnbURTa0U1cFlvRW0wM2tMb25ObFFFQzh3Q2pWTDlIdjdWdHFObi1pamtzZ2R4SjFCOGJIcFQ0STBfQ29mZGpqaGVKSnpQaGxyWkxwVDM4SnA2WUVUa1FjcUk?oc=5&hl=en-GB&gl=GB&ceid=GB:en,https://technode.com,TechNode
DeepSeek shows the US and EU the costs of failing to govern AI - Atlantic Council,DeepSeek shows the US and EU the costs of failing to govern AI  Atlantic Council,"Tue, 01 Apr 2025 20:47:24 GMT",https://news.google.com/rss/articles/CBMitAFBVV95cUxQUXB0Tk5CaFZwQThMTmxBN1NZLXJjbS03YWtSSkw4ZW9nZU1pU3FzeDFHMy1RZ0hxMV9ZcU0yckVlV0UzSXQzel8wV2dKR0ZUcE1PWVlTOU83TGdXWmZoS2lnS2pSc3RrZnQ1SDRFcmdFTGRhX3hFd3BSZDBMaDlPYmg4T0xZTnFzbjdvWi1Cb2pUenZyUHg0RlVLNzZnVTJzOGh2b0lsdXp1YmxDTy05YUZvYnk?oc=5&hl=en-GB&gl=GB&ceid=GB:en,https://www.atlanticcouncil.org,Atlantic Council
DeepSeek’s AI Breakthrough Fuels Hong Kong IPO Market Surge - outlookbusiness.com,DeepSeek’s AI Breakthrough Fuels Hong Kong IPO Market Surge  outlookbusiness.com,"Thu, 03 Apr 2025 08:42:43 GMT",https://news.google.com/rss/articles/CBMipwFBVV95cUxQVnNBQTBrUXduQzk0Tm1BZ29nOGRrRnZaZHh5YVVORzMyM21Mb1p5Vzg4MGFSek1DUWx5S0lKZkFqUXB4TkxUODUtSFZMa0U0TmdhbDNPZTZla0N0cXdjLWhfV0FzcVZCNENIYndTZXJKVFRkYzdXc1JmTF9xWmtfZXJVTnVFSWdibDNFUTVlS2xQVnpKNzJmV0F2b1pYOWR0OWVERkIxTdIBtAFBVV95cUxQWGhIY1JiV0pfNDhDQXlVQ0FQSk5QQXdwUEVieFEyNnl6b2pzbG8yZmhXdExHUHRRclBjX1hLeC00TkdqN2FrQTBzUFIwZW9wTmhDRlZQT0N4M28tYVFnbWNVWnhUcXVIOWhKOHVhRlNCT1RIbnJRclktLUdjZjlIRGlrX2tEbE52MWlKeFNQcDljNE5nandEUU05QjZnYzRpb05DT2Y1bFdhcllhZkliSVVGaUI?oc=5&hl=en-GB&gl=GB&ceid=GB:en,https://www.outlookbusiness.com,outlookbusiness.com
The DeepSeek effect: navigating AI’s new frontier - IT News Africa,The DeepSeek effect: navigating AI’s new frontier  IT News Africa,"Thu, 03 Apr 2025 14:14:08 GMT",https://news.google.com/rss/articles/CBMijgFBVV95cUxQTFNlRm1RYlBnNjlyR0J4ZGN6NVl5MzhiaElzTXR1b2FFZm1VamN4M0l3Zm5pOHdsV1NYZTFGYnQ2bDZlRWhsbTZsNVpKbklkWHFRdERXbGpkZ2tUSjdVUlB3RHNwV1dLQlQ4TXI2Ujd6U19YODNyaTNMdVdtZ3pWVmFlT1FneHpxQWZxTXRn?oc=5&hl=en-GB&gl=GB&ceid=GB:en,https://www.itnewsafrica.com,IT News Africa
"US Tech should treat Deepseek as innovation, not a threat - The Michigan Daily","US Tech should treat Deepseek as innovation, not a threat  The Michigan Daily","Tue, 01 Apr 2025 14:14:26 GMT",https://news.google.com/rss/articles/CBMilAFBVV95cUxNXzdwYWVuX0xieWtERFNmZkpjMnJMRWNkcGFENXEwTjBuNE1YbktKUWI4LUgwR09YNmxYWHJ5cG1pd2RQcC1mcVJXamhmVnF6MXRGaU4ybWpHek9TUThWZ1FaTDUxa19RSDFSa3RCSkU1bjZ1YUwySWNYQmtHU21WRWpuUnhtT2t4NGJKTVJtdHJTbkpS?oc=5&hl=en-GB&gl=GB&ceid=GB:en,https://www.michigandaily.com,The Michigan Daily
CNBC's Inside India newsletter: How far is India from creating its own DeepSeek? - CNBC,CNBC's Inside India newsletter: How far is India from creating its own DeepSeek?  CNBC,"Thu, 03 Apr 2025 06:50:47 GMT",https://news.google.com/rss/articles/CBMijAFBVV95cUxOQVVzSkVZdUF1R0FDWHF3TUt0QU9aMHhTNXlvWDRwQ0hERkNENUM4YmtidXVYZnVCemhmcEUzTWpEdm9zWWhuUTRaekZQaGN5QzdWYjllUFZVSWJSOFdpNVhfVEhMeVZrWEllQ28wTVhSTTdtXzlKRXhmTjlHY1Z3QWdOc3I0WWNuanBWedIBkgFBVV95cUxPZDVReVpIZ0ZKa1ZnSl9zS0JQYWVucWZHQjNtY0R4S0JoY0k4NzhTZkp5ZXdCWkFCZ0MxdVcxVlNYamo3Ulp2d3duejB5TEpDcFhacFNJT0prMm92STlaMG40WEU2VkI5VFZwc3FBclBSbHNTODhVSHdPYjcxcFdOQUlRNTdWLWNnLUJOYnN5UHBDQQ?oc=5&hl=en-GB&gl=GB&ceid=GB:en,https://www.cnbc.com,CNBC
"Peter Thiel-Backed Nonprofit Sentient Aims To Be America's DeepSeek, Takes Aim At Closed AI Systems - Benzinga","Peter Thiel-Backed Nonprofit Sentient Aims To Be America's DeepSeek, Takes Aim At Closed AI Systems  Benzinga","Thu, 03 Apr 2025 03:47:46 GMT",https://news.google.com/rss/articles/CBMi2wFBVV95cUxQNl9OY1NuZnFLdV9WZGxjbXZMX2o5Wi03a2R4d2FnR196TkpKM2JwTlQtWnM5a2QxeVRNZ3lnYTFZaXNCSUoyOWpoajRNMW92RF83b216bXg4TWRlX0QzcG9mbjROazd6cHJCbTFsQnp1a1g5WS1rSXppZGtabWZweVBEUTgyblNXd25Xc2JobHAwaE5kb3RucXBDbVdxb0VoVTZaczQ1ZU0yRERGUWRCMGQyQVVsUk5wUzRSSjFmRE5KdmZ2QThXVnpHTDIzZmxJUXNvdWdaRlFobDg?oc=5&hl=en-GB&gl=GB&ceid=GB:en,https://www.benzinga.com,Benzinga
A DeepSeek moment is playing out in rural China as peasants seek AI advice - scmp.com,A DeepSeek moment is playing out in rural China as peasants seek AI advice  scmp.com,"Sun, 30 Mar 2025 02:00:27 GMT",https://news.google.com/rss/articles/CBMiuAFBVV95cUxOUUFfWUJydC1hZ2wybGRSYjI1RGl5OGZ6QURaVlRhVWJWVUd3VHA2bUFGLUxxRWkyZjF4NnQySXFQWXAxZHlBYWlKTk1EQlc1V2JxaENvaWNpNnRGTjQ4czJIMWRDNG9waTV3RFFkeDNzcWlKUlZlUE05N3cxeGllOU9GQW5fX2J4SzVzX0djVXN6cHZabTdWaW9UaWhSNkRYSnBBRFJ2YlJBcG9aeGFNNkozbWVTbFFy0gG4AUFVX3lxTE56M2xCMEYzOEJSd0JJYVNvQUV0bV9nclhSb2dycGFMOXpqRnpPRktIV2tDSFV6R2pBZEI1Q0dhSThZR0tHblNwTkdSZnByOWROMGx5Z20xR2VaM1ZWNUNGVGI0Tm5peVJPRjJTOXdRbjk0V2lHTGlaZ21KVUtLY25YZnJHVGszaTVDOWU5QlhiSG94cTJDaDBsblBMeGYzRGVFN3lDWll2dGlpdjYyMGVBa1NUZ1oxM1g?oc=5&hl=en-GB&gl=GB&ceid=GB:en,https://www.scmp.com,scmp.com
DeepSeek enhances non-coal mine safety - Ecns.cn,DeepSeek enhances non-coal mine safety  Ecns.cn,"Thu, 03 Apr 2025 06:49:08 GMT",https://news.google.com/rss/articles/CBMifkFVX3lxTE1pZTRWbWM1X19zUjBqTzVsbThNclI4YnJRcDhNQlhORDFjbEJXTDdyTl8wdU1QMjhPOVcyUGFVcW1TYWdyNWR3d2Y5YjZ6eExCdlZZM1V3UWc0SElZdUZoYUk4NFJGbU5PTUVhOEpPLWozTFVuaXZHaW9NSGFvdw?oc=5&hl=en-GB&gl=GB&ceid=GB:en,http://www.ecns.cn,Ecns.cn
"The Sustainable Finance Podcast: Why DeepSeek AI is cheaper, faster and better - Equities.com","The Sustainable Finance Podcast: Why DeepSeek AI is cheaper, faster and better  Equities.com","Wed, 02 Apr 2025 14:40:31 GMT",https://news.google.com/rss/articles/CBMiuwFBVV95cUxPYjdqd2t4ajMtY3gyRzJ5bHMtQ2ZVbDh3REdpc1ptZDJwTkR2WmZuR0VTODJXWXdRaE5XUm9xTUNkeGR3X1d1aWdSWDJBT1BzSkNiUTdRczdsMHhkQmdiSURVWER2ZDQ4Q2JGYnpQVVhNd3NldzNncXg3bi1QV3dNUGRRSVFrS3A5Vkk1UXlpeU1MRGZaTXVSMHNFVHNuY24zZFNvNFRGMDR3T3FqZ1lEbFMxOGhCbFlVUno4?oc=5&hl=en-GB&gl=GB&ceid=GB:en,https://www.equities.com,Equities.com
DeepSeek’s Child Prodigy Paradox: When Knowledge Outpaces Judgment - Forbes,DeepSeek’s Child Prodigy Paradox: When Knowledge Outpaces Judgment  Forbes,"Tue, 01 Apr 2025 19:58:58 GMT",https://news.google.com/rss/articles/CBMivAFBVV95cUxQR1ViVEFTQTJheURndVBXWVJnMERNd1A2eVhCUzhCNXBDUDdFNWtyaTJKeGtKTmM0U1pCNlloNi1adjdWdk4zcHJiS1lTaFNaTnBMVWNCc0FUdjI1VVk4WnJhYU14SG5WbXY1ejFGajROdWcwWUhnVU9MWUxFMXZVdkpLam9TRjdwZHBPMm92OXZMWGtPQkNxeDB3Q3VaWFROSzRMQkNEYlpBN2JhZmVjSElKUmFQZWVzb2wyeQ?oc=5&hl=en-GB&gl=GB&ceid=GB:en,https://www.forbes.com,Forbes
Hackers Leveraging DeepSeek & Remote Desktop Apps to Deliver TookPS Malware - CybersecurityNews,Hackers Leveraging DeepSeek & Remote Desktop Apps to Deliver TookPS Malware  CybersecurityNews,"Thu, 03 Apr 2025 12:38:14 GMT",https://news.google.com/rss/articles/CBMiggFBVV95cUxOWEhjb05RSjlqN1B2WkNra01SbjQyT1V2OGxRWmpmN192TUtDdGlUNUFjX2dZTzdZc0NZamFKVU1hNnd3c0JVV2FuUEJSSzcwaV91QVFxdlotdHN5MXd6aEJsV2psMGFubEw4QnNmWFhGajROb2lBcm43UzI2dExCdDBR0gGHAUFVX3lxTFBZXzg3blNUZ2tBNXdON0FMWktkOTBmU2N2WXF5VDVrMEQzQm56aFV5ZzAyV2NzMlgyZFBfdHFtbTk5OTFTNlJZMVJsUGYxbnphSWlSOUw3dG5YcjJXY3RxYzkzYkc0cHhEMkprd1F0Yk1mQllpdFZQd2YxN08zR3FfcXFCcDBHWQ?oc=5&hl=en-GB&gl=GB&ceid=GB:en,https://cybersecuritynews.com,CybersecurityNews
DeepSeek V3-0324 is Now Live on SambaNova Cloud — The Fastest Inference in the World - SambaNova,DeepSeek V3-0324 is Now Live on SambaNova Cloud — The Fastest Inference in the World  SambaNova,"Thu, 27 Mar 2025 22:51:17 GMT",https://news.google.com/rss/articles/CBMieEFVX3lxTE5JVW10R29EX1NmSmJHekdQWU15a3NfTEtRVjhnNm14R19GaHItSmdlVkNhcW1tSFQ2M1dXOVFvdjNTYURnd2c0LWIwcWdWWVlYM19CRDA4Z2lZZ0FUM1YyOE42bnNOcEFpVHphc0NFSGxKSHcxZ2tWRdIBiAFBVV95cUxNa1lmSVFrNlZiWDhjdXZsRWxqQ3NFTlg2NktLLURRWXk0Tk11R0hkNDJPTEVNTkJIdDRySzduTHR6MDVXR0xJMDZJWHlUNE5UaU9QU0lzMGVEV2R3RmtjSWIzaTgtRHA1OFFzYmpJWDl5MEFWNFpkd1AwbHNvSjJhQ2hncHRMcEpz?oc=5&hl=en-GB&gl=GB&ceid=GB:en,https://sambanova.ai,SambaNova
"Amid DeepSeek pressure, why OpenAI is launching an open weight AI model - The Indian Express","Amid DeepSeek pressure, why OpenAI is launching an open weight AI model  The Indian Express","Thu, 03 Apr 2025 01:28:00 GMT",https://news.google.com/rss/articles/CBMingFBVV95cUxNamtCbmhjVXdDc01lRU9MZ3JhUXp1NlAxZXdGbVRscnVFNHRDX2k4UGlWR3kwRWJFN19WSEl6QThURFFqSWZ3VlZ3YnFRbXBiNFFjaEs5bDB3M0VMaEJUU0tuUGtjcUlTRm80cjF4a2ZCc2w0Q3lHcmRzMTlvSFZKTFdJYWZWenpIUVBIR2lpZ2RXN085dndvRU5sMmJyQdIBpAFBVV95cUxNSVZCZ29MU05DSjcyVVMzTHNxVWZXMlRBLVpWX3J4SmxnSVlrZHQzOXl6a0xWM0JVOFF6WG1RanpjUWF0ZlBYRnN0QkNjQk1hZ0VwSmRNR1JCaGFZX09Id3l2R3IwLXpVb0pSay1aTFNNNThNeHFFcGxQVnhjV3pRX2tjZGpXczNPRUtBdlk2bDdYaS1kN3h1R1h3UWQxQ04ySUhSMg?oc=5&hl=en-GB&gl=GB&ceid=GB:en,https://indianexpress.com,The Indian Express
"China’s Zhipu Offers Free AI Agent in Riposte to DeepSeek, Manus - Bloomberg.com","China’s Zhipu Offers Free AI Agent in Riposte to DeepSeek, Manus  Bloomberg.com","Mon, 31 Mar 2025 08:35:48 GMT",https://news.google.com/rss/articles/CBMitAFBVV95cUxQTGpXUExIYWZyb011N1NVRlJCcURPUlgxN2tULTBTTnlSbVk3anh5RnZZRk1FUmhvQXpoVVJQUDRKbzZYQ1VpQzBvYUVpX1QzX1paM2tGS3RMcmxvVHBLbV9oeFdjdFdvRGVyRk9uTVJIUTl0bTd6am5UemJwMm05cUwxNllld3JfLXJLb3liTDd1eU5MNzdHSG1wdFVwTEpBNDlIbFNrMlhpQlBCcDlnempDRmg?oc=5&hl=en-GB&gl=GB&ceid=GB:en,https://www.bloomberg.com,Bloomberg.com
